videoId,title,description,publishedAt,channelId,channelTitle,thumbnails,duration,definition,caption,licensedContent,dimension,viewCount,likeCount,dislikeCount,favoriteCount,unique_id,video_url
zMyPTryV6E0,Running Oracle workloads on AWS | Amazon Web Services | Animated Explainer,"Amazon Web Services offers you many ways to deploy and run Oracle workloads. 

Amazon RDS for Oracle is an easy to manage relational database service optimized for total cost of ownership. Amazon RDS Custom for Oracle deployment option lets you access and customize database environments and operating systems for legacy, packaged, and custom applications, while benefitting from Amazon RDS automation. 

Amazon EC2 provides you full control over infrastructure and database environments with secure and resizable compute capacity for virtually any workload. 

Oracle Database@AWS allows you to run Oracle Exadata, including Oracle RAC workloads, with Oracle Database@AWS. You can easily and quickly migrate workloads to OCI within AWS with minimal changes.

Learn more:
Amazon RDS for Oracle: https://go.aws/rds-oracle
Amazon EC2: https://go.aws/ec2
Oracle Database@AWS: https://go.aws/marketplace-oracle

Subscribe to AWS: https://go.aws/subscribe

Sign up for AWS: https://go.aws/signup 
AWS free tier: https://go.aws/free 
Explore more: https://go.aws/more
Contact AWS: https://go.aws/contact

Next steps:
Explore on AWS in Analyst Research:  https://go.aws/reports
Discover, deploy, and manage software that runs on AWS: https://go.aws/marketplace
Join the AWS Partner Network: https://go.aws/partners 
Learn more on how Amazon builds and operates software: https://go.aws/library 

Do you have technical AWS questions? 
Ask the community of experts on AWS re:Post: https://go.aws/3lPaoPb

Why AWS?
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud. Millions of customers—including the fastest-growing startups, largest enterprises, and leading government agencies—use AWS to be more agile, lower costs, and innovate faster.

#AWS #AmazonWebServices #AmazonRDS #AmazonEC2 #CloudComputing",2025-07-08 17:18:30 UTC,UCd6MoB9NC6uYN2grvUNT-Zg,Amazon Web Services,https://i.ytimg.com/vi/zMyPTryV6E0/hqdefault.jpg,0:01:24,hd,True,False,2d,810,9,0,0,46,https://www.youtube.com/watch?v=zMyPTryV6E0
GOG1wLduF3Q,Mission innovation powered by AWS: Digital Engineering | Amazon Web Services,"In this video, Christopher G. Finlay, VP of Engineering at SAIC's Innovation Factory, discusses how Digital Engineering (DE) is transforming the federal space. Learn about:

• The evolution of Digital Engineering and its impact on federal agencies 
• Key challenges in implementing DE initiatives and strategies to overcome them 
• SAIC's innovative approach to DE, powered by their partnership with AWS
 • The game-changing effects of the DoD's 2023 DE mandate • Practical advice for agencies starting their DE journey

Finlay shares valuable insights on how DE is helping government agencies become more efficient in their operations and service delivery. Discover how SAIC's ReadyOne platform and comprehensive DE services are accelerating mission success for federal customers.

Whether you're a government decision-maker, an industry professional, or simply interested in the future of engineering, this video offers crucial information on the transformative power of Digital Engineering in the public sector.

SAIC Digital Engineering: http://go.aws/44Au1g1

Subscribe to AWS: https://go.aws/subscribe

Sign up for AWS: https://go.aws/signup 
AWS free tier: https://go.aws/free 
Explore more: https://go.aws/more
Contact AWS: https://go.aws/contact

Next steps:
Explore on AWS in Analyst Research:  https://go.aws/reports
Discover, deploy, and manage software that runs on AWS: https://go.aws/marketplace
Join the AWS Partner Network: https://go.aws/partners 
Learn more on how Amazon builds and operates software: https://go.aws/library 

Do you have technical AWS questions? 
Ask the community of experts on AWS re:Post: https://go.aws/3lPaoPb

Why AWS?
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud. Millions of customers—including the fastest-growing startups, largest enterprises, and leading government agencies—use AWS to be more agile, lower costs, and innovate faster.

#AWS #AmazonWebServices #CloudComputing",2025-07-08 16:51:58 UTC,UCd6MoB9NC6uYN2grvUNT-Zg,Amazon Web Services,https://i.ytimg.com/vi/GOG1wLduF3Q/hqdefault.jpg,0:20:45,hd,False,False,2d,369,6,0,0,47,https://www.youtube.com/watch?v=GOG1wLduF3Q
nttCw-F9Bu4,Mission innovation powered by AWS: ReadyOne | Amazon Web Services,"In this video, Andrew Fischer, Digital Engineer Senior Manager at SAIC's Innovation Factory, discusses how SAIC's ReadyOne platform is revolutionizing digital engineering for federal agencies. Built on AWS, ReadyOne addresses critical challenges in modeling, simulation, and digital thread integration across the federal government.

Key topics covered:
 • The evolution of digital engineering in federal agencies 
• How ReadyOne leverages AWS services for scalability, security, and performance 
• Architectural deep dive into ReadyOne's core components 
• Data management pipeline and workflow automation capabilities 
• Future innovations incorporating AI/ML and generative AI 
• Implementation options and getting started with ReadyOne

Whether you're a federal agency looking to modernize your engineering processes or an industry professional interested in cutting-edge digital engineering solutions, this video offers valuable insights into the future of federal engineering powered by cloud technology.

Learn how ReadyOne is accelerating digital transformation and enhancing decision-making in complex engineering projects. Discover the power of SAIC and AWS's partnership in solving critical challenges for federal agencies.

ReadyOne: http://go.aws/3GBkXj9

Subscribe to AWS: https://go.aws/subscribe

Sign up for AWS: https://go.aws/signup 
AWS free tier: https://go.aws/free 
Explore more: https://go.aws/more
Contact AWS: https://go.aws/contact

Next steps:
Explore on AWS in Analyst Research:  https://go.aws/reports
Discover, deploy, and manage software that runs on AWS: https://go.aws/marketplace
Join the AWS Partner Network: https://go.aws/partners 
Learn more on how Amazon builds and operates software: https://go.aws/library 

Do you have technical AWS questions? 
Ask the community of experts on AWS re:Post: https://go.aws/3lPaoPb

Why AWS?
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud. Millions of customers—including the fastest-growing startups, largest enterprises, and leading government agencies—use AWS to be more agile, lower costs, and innovate faster.

#AWS #AmazonWebServices #CloudComputing",2025-07-08 16:51:52 UTC,UCd6MoB9NC6uYN2grvUNT-Zg,Amazon Web Services,https://i.ytimg.com/vi/nttCw-F9Bu4/hqdefault.jpg,0:19:46,hd,False,False,2d,674,17,0,0,48,https://www.youtube.com/watch?v=nttCw-F9Bu4
J6P8Wcr0UbI,Data & Analytics Careers: How to grow & succeed | Amazon Web Services,"Ready to grow your career in data and analytics? In this video, we break down the top skills, strategies, and trends to help you level up fast. Beyond technical know-how, we dive into why soft skills like communication, storytelling, and leadership are key to standing out and moving up. Whether you're starting out or aiming for a senior role, you'll learn how to future-proof your path, impress hiring managers, and grow with purpose.

AWS Career Website: http://go.aws/40DRU5f
AWS Careers LinkedIn page: http://go.aws/4nCEkcm
Join our talent network: http://go.aws/3TrzKQo

Subscribe to AWS: https://go.aws/subscribe

Sign up for AWS: https://go.aws/signup 
AWS free tier: https://go.aws/free 
Explore more: https://go.aws/more
Contact AWS: https://go.aws/contact

Next steps:
Explore on AWS in Analyst Research:  https://go.aws/reports
Discover, deploy, and manage software that runs on AWS: https://go.aws/marketplace
Join the AWS Partner Network: https://go.aws/partners 
Learn more on how Amazon builds and operates software: https://go.aws/library 

Do you have technical AWS questions? 
Ask the community of experts on AWS re:Post: https://go.aws/3lPaoPb

Why AWS?
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud. Millions of customers—including the fastest-growing startups, largest enterprises, and leading government agencies—use AWS to be more agile, lower costs, and innovate faster.

#AWS #AmazonWebServices #CloudComputing #DataCareers #AnalyticsJobs #DataScience #CareerGrowth #TechCareers #SoftSkills #FutureOfWork #BusinessIntelligence",2025-07-07 19:25:03 UTC,UCd6MoB9NC6uYN2grvUNT-Zg,Amazon Web Services,https://i.ytimg.com/vi/J6P8Wcr0UbI/hqdefault.jpg,1:07:27,hd,False,False,2d,557,17,0,0,49,https://www.youtube.com/watch?v=J6P8Wcr0UbI
2XUhw51Z_ik,Data Strategy & AI in Financial Services | AWS x The MONY Group | Amazon Web Services,"In this episode, we dive into the real-world challenges and opportunities of bringing data strategy and AI into financial services. Hosted by Sandipan Bhaumik, Principal Analytics SA at AWS, the conversation features Mickey Smith, CTO of The MONY Group, and Mayur Udernani, Principal AIML Specialist at AWS.

Together, they explore how The MONY Group is building a practical data and AI strategy tailored for mortgage advisors, focusing on simplicity, usability, and tangible outcomes. Mickey shares how his team is leveraging AI-driven marketing tools, personalized engagement, and automation to support advisors, while keeping the tech intuitive and easy to adopt.

The discussion also touches on overcoming resistance to change, designing tools that fit seamlessly into existing workflows, and ensuring that AI solutions deliver business value without overwhelming end users.

If you're thinking about how to embed AI into customer-facing operations or scale data strategies in regulated industries, this conversation is packed with insights you can use.

The MONY Group website: http://go.aws/44yp4nX 
AWS for Data: http://go.aws/3TMcSvb 
AWS Generative AI: http://go.aws/4kmsksv

Subscribe to AWS: https://go.aws/subscribe

Sign up for AWS: https://go.aws/signup 
AWS free tier: https://go.aws/free 
Explore more: https://go.aws/more
Contact AWS: https://go.aws/contact

Next steps:
Explore on AWS in Analyst Research:  https://go.aws/reports
Discover, deploy, and manage software that runs on AWS: https://go.aws/marketplace
Join the AWS Partner Network: https://go.aws/partners 
Learn more on how Amazon builds and operates software: https://go.aws/library 

Do you have technical AWS questions? 
Ask the community of experts on AWS re:Post: https://go.aws/3lPaoPb

Why AWS?
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud. Millions of customers—including the fastest-growing startups, largest enterprises, and leading government agencies—use AWS to be more agile, lower costs, and innovate faster.

#AWS #AmazonWebServices #CloudComputing #enterpriseai #genai #datastrategy #financialservices #fsi",2025-07-07 14:40:01 UTC,UCd6MoB9NC6uYN2grvUNT-Zg,Amazon Web Services,https://i.ytimg.com/vi/2XUhw51Z_ik/hqdefault.jpg,1:01:22,hd,False,False,2d,374,8,0,0,50,https://www.youtube.com/watch?v=2XUhw51Z_ik
2TArYW1C3WU,How to Use AWS Data Transfer Terminal | Amazon Web Services,"Learn how to use the AWS Data Transfer Terminal—a secure, physical location designed to enable high-speed data transfers directly to AWS for workloads with large data sets like automotive data processing, uploading IoT data from remote industrial, agricultural, or research sites, or transferring high-resolution audio and video files for post production media processing.

In this video, we’ll guide you through what to bring, how to prepare, and how to upload it efficiently once you're at the terminal.

Learn more - http://go.aws/4lAFQKa

Subscribe to AWS: https://go.aws/subscribe

Sign up for AWS: https://go.aws/signup 
AWS free tier: https://go.aws/free 
Explore more: https://go.aws/more
Contact AWS: https://go.aws/contact

Next steps:
Explore on AWS in Analyst Research:  https://go.aws/reports
Discover, deploy, and manage software that runs on AWS: https://go.aws/marketplace
Join the AWS Partner Network: https://go.aws/partners 
Learn more on how Amazon builds and operates software: https://go.aws/library 

Do you have technical AWS questions? 
Ask the community of experts on AWS re:Post: https://go.aws/3lPaoPb

Why AWS?
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud. Millions of customers—including the fastest-growing startups, largest enterprises, and leading government agencies—use AWS to be more agile, lower costs, and innovate faster.

#AWSDataTransferTerminal #AWS #Highspeeddatatransfer #AmazonWebServices #CloudComputing",2025-07-02 19:34:31 UTC,UCd6MoB9NC6uYN2grvUNT-Zg,Amazon Web Services,https://i.ytimg.com/vi/2TArYW1C3WU/hqdefault.jpg,0:02:02,hd,True,False,2d,1660,23,0,0,51,https://www.youtube.com/watch?v=2TArYW1C3WU
JGQ8fA8mCKs,Virtual try-on now available in Amazon Nova Canvas | Amazon Web Services,"With virtual try-on integrated into Amazon Nova Canvas, you can now create immersive shopping experiences by visualizing products in context. Whether it's seeing clothing naturally draped on a shopper or furniture intelligently placed in a living space, the process is simple - you just need to upload two images: one showing the person or space, and another showing the product. Amazon Nova Canvas then creates realistic visualizations while preserving important details, making it easier for customers to make confident purchasing decisions.

Learn more about Amazon Nova Foundation Models: 
http://go.aws/44qemjh

Subscribe to AWS: https://go.aws/subscribe

Sign up for AWS: https://go.aws/signup 
AWS free tier: https://go.aws/free 
Explore more: https://go.aws/more
Contact AWS: https://go.aws/contact

Next steps:
Explore on AWS in Analyst Research:  https://go.aws/reports
Discover, deploy, and manage software that runs on AWS: https://go.aws/marketplace
Join the AWS Partner Network: https://go.aws/partners 
Learn more on how Amazon builds and operates software: https://go.aws/library 

Do you have technical AWS questions? 
Ask the community of experts on AWS re:Post: https://go.aws/3lPaoPb

Why AWS?
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud. Millions of customers—including the fastest-growing startups, largest enterprises, and leading government agencies—use AWS to be more agile, lower costs, and innovate faster.

#AWS #AmazonWebServices #CloudComputing",2025-07-02 18:50:12 UTC,UCd6MoB9NC6uYN2grvUNT-Zg,Amazon Web Services,https://i.ytimg.com/vi/JGQ8fA8mCKs/hqdefault.jpg,0:01:07,hd,False,False,2d,1588,37,0,0,52,https://www.youtube.com/watch?v=JGQ8fA8mCKs
D_Gu_0kKOc8,"SLMs, LLMs, and Model Routing in Agents | Amazon Web Services","In part 5 of this 5 part video series on Small Language Models with Arcee AI, Andrew Walko and Nolan Chen define what an Agent is and discuss how SLMs, LLMs, and Intelligent Model Routing can fit in Agentic solutions.

Learn more - https://go.aws/4laWv7r

Subscribe to AWS: https://go.aws/subscribe

Sign up for AWS: https://go.aws/signup 
AWS free tier: https://go.aws/free 
Explore more: https://go.aws/more
Contact AWS: https://go.aws/contact

Next steps:
Explore on AWS in Analyst Research:  https://go.aws/reports
Discover, deploy, and manage software that runs on AWS: https://go.aws/marketplace
Join the AWS Partner Network: https://go.aws/partners 
Learn more on how Amazon builds and operates software: https://go.aws/library 

Do you have technical AWS questions? 
Ask the community of experts on AWS re:Post: https://go.aws/3lPaoPb

Why AWS?
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud. Millions of customers—including the fastest-growing startups, largest enterprises, and leading government agencies—use AWS to be more agile, lower costs, and innovate faster.

#AWS #AmazonWebServices #CloudComputing #SLMs #LLMs #smalllanguagemodels #generativeai #ai #agents #aiagents #strandsagents",2025-07-02 16:04:16 UTC,UCd6MoB9NC6uYN2grvUNT-Zg,Amazon Web Services,https://i.ytimg.com/vi/D_Gu_0kKOc8/hqdefault.jpg,0:05:40,hd,False,False,2d,813,18,0,0,53,https://www.youtube.com/watch?v=D_Gu_0kKOc8
AfRVOmb65Og,Intelligent Model Routing | Amazon Web Services,"In part 4 of this 5 part video series on Small Language Models with Arcee AI, Andrew Walko and Nolan Chen discuss what intelligent model routing is and how SLMs and LLMs can be used together without the user needing to know when to use each model.

Learn more - https://go.aws/4laWv7r

Subscribe to AWS: https://go.aws/subscribe

Sign up for AWS: https://go.aws/signup 
AWS free tier: https://go.aws/free 
Explore more: https://go.aws/more
Contact AWS: https://go.aws/contact

Next steps:
Explore on AWS in Analyst Research:  https://go.aws/reports
Discover, deploy, and manage software that runs on AWS: https://go.aws/marketplace
Join the AWS Partner Network: https://go.aws/partners 
Learn more on how Amazon builds and operates software: https://go.aws/library 

Do you have technical AWS questions? 
Ask the community of experts on AWS re:Post: https://go.aws/3lPaoPb

Why AWS?
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud. Millions of customers—including the fastest-growing startups, largest enterprises, and leading government agencies—use AWS to be more agile, lower costs, and innovate faster.

#AWS #AmazonWebServices #CloudComputing #SLMs #LLMs #smalllanguagemodels #generativeai #ai #modelrouting #routing",2025-07-02 16:04:09 UTC,UCd6MoB9NC6uYN2grvUNT-Zg,Amazon Web Services,https://i.ytimg.com/vi/AfRVOmb65Og/hqdefault.jpg,0:06:33,hd,False,False,2d,827,15,0,0,54,https://www.youtube.com/watch?v=AfRVOmb65Og
U92nV525J1U,SLMs on CPU | Amazon Web Services,"In part 3 of this 5 part video series on Small Language Models with Arcee AI, Andrew Walko and Nolan Chen discuss whether running SLMs on CPU is all hype or if there's a real way to do it in production. They discuss which model sizes can be used and how it can be done in the most cost-performant manner on AWS.

Learn more - https://go.aws/4laWv7r

Subscribe to AWS: https://go.aws/subscribe

Sign up for AWS: https://go.aws/signup 
AWS free tier: https://go.aws/free 
Explore more: https://go.aws/more
Contact AWS: https://go.aws/contact

Next steps:
Explore on AWS in Analyst Research:  https://go.aws/reports
Discover, deploy, and manage software that runs on AWS: https://go.aws/marketplace
Join the AWS Partner Network: https://go.aws/partners 
Learn more on how Amazon builds and operates software: https://go.aws/library 

Do you have technical AWS questions? 
Ask the community of experts on AWS re:Post: https://go.aws/3lPaoPb

Why AWS?
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud. Millions of customers—including the fastest-growing startups, largest enterprises, and leading government agencies—use AWS to be more agile, lower costs, and innovate faster.

#AWS #AmazonWebServices #CloudComputing #SLMs #LLMs #smalllanguagemodels #generativeai #ai #CPU #cpuinference #graviton",2025-07-02 16:04:03 UTC,UCd6MoB9NC6uYN2grvUNT-Zg,Amazon Web Services,https://i.ytimg.com/vi/U92nV525J1U/hqdefault.jpg,0:07:32,hd,False,False,2d,621,15,0,0,55,https://www.youtube.com/watch?v=U92nV525J1U
YfRbmv1zjG4,SLMs and LLMs: When to use them? | Amazon Web Services,"In part 2 of this 5 part video series on Small Language Models with Arcee AI, Andrew Walko and Nolan Chen discuss common use cases for SLMs and LLMs.

Learn more - http://go.aws/4laWv7r

Subscribe to AWS: https://go.aws/subscribe

Sign up for AWS: https://go.aws/signup 
AWS free tier: https://go.aws/free 
Explore more: https://go.aws/more
Contact AWS: https://go.aws/contact

Next steps:
Explore on AWS in Analyst Research:  https://go.aws/reports
Discover, deploy, and manage software that runs on AWS: https://go.aws/marketplace
Join the AWS Partner Network: https://go.aws/partners 
Learn more on how Amazon builds and operates software: https://go.aws/library 

Do you have technical AWS questions? 
Ask the community of experts on AWS re:Post: https://go.aws/3lPaoPb

Why AWS?
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud. Millions of customers—including the fastest-growing startups, largest enterprises, and leading government agencies—use AWS to be more agile, lower costs, and innovate faster.

#AWS #AmazonWebServices #CloudComputing  #SLMs #LLMs #smalllanguagemodels #generativeai #ai",2025-07-02 16:03:57 UTC,UCd6MoB9NC6uYN2grvUNT-Zg,Amazon Web Services,https://i.ytimg.com/vi/YfRbmv1zjG4/hqdefault.jpg,0:07:24,hd,False,False,2d,1238,28,0,0,56,https://www.youtube.com/watch?v=YfRbmv1zjG4
iuLEYmzSbvw,SLMs and LLMs: What’s the Difference? | Amazon Web Services,"In part 1 of this 5 part video series on Small Language Models with Arcee AI, Andrew Walko and Nolan Chen discuss what makes SLMs different from LLMs. They cover what different parameter counts actually mean for businesses and how models can be optimized to run efficiently.

Learn more at - http://go.aws/4laWv7r

Subscribe to AWS: https://go.aws/subscribe

Sign up for AWS: https://go.aws/signup 
AWS free tier: https://go.aws/free 
Explore more: https://go.aws/more
Contact AWS: https://go.aws/contact

Next steps:
Explore on AWS in Analyst Research:  https://go.aws/reports
Discover, deploy, and manage software that runs on AWS: https://go.aws/marketplace
Join the AWS Partner Network: https://go.aws/partners 
Learn more on how Amazon builds and operates software: https://go.aws/library 

Do you have technical AWS questions? 
Ask the community of experts on AWS re:Post: https://go.aws/3lPaoPb

Why AWS?
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud. Millions of customers—including the fastest-growing startups, largest enterprises, and leading government agencies—use AWS to be more agile, lower costs, and innovate faster.

#AWS #AmazonWebServices #CloudComputing #SLMs #LLMs #smalllanguagemodels #generativeai #ai",2025-07-02 16:03:51 UTC,UCd6MoB9NC6uYN2grvUNT-Zg,Amazon Web Services,https://i.ytimg.com/vi/iuLEYmzSbvw/hqdefault.jpg,0:08:14,hd,False,False,2d,1530,49,0,0,57,https://www.youtube.com/watch?v=iuLEYmzSbvw
L49oPDfaisI,How Langfuse Scaled Their AI Platform with AWS: From Open-Source to Enterprise | Amazon Web Services,"Langfuse is an open-source engineering platform built for teams working with generative AI — from fast-moving startups to some of the world’s largest enterprises.
In this video, Marc Klingen Langfuse CEO and Co-founder shares how AWS played a critical role in their growth, supporting both their managed cloud product and self-hosted open-source deployments. He highlights:
 • How AWS helped them move fast without worrying about infrastructure
 • Why high reliability and smart cost structures were key for a developer tool
 • How S3 and serverless became unexpectedly powerful building blocks
 • The impact of AWS’s hands-on support and collaboration across regions

For anyone building with GenAI or scaling open-source software, this is a behind-the-scenes look at what it takes — and how AWS helped make it happen.

Grow your startup with AWS - http://go.aws/4nAsuzu

Subscribe to AWS: https://go.aws/subscribe

Sign up for AWS: https://go.aws/signup 
AWS free tier: https://go.aws/free 
Explore more: https://go.aws/more
Contact AWS: https://go.aws/contact

Next steps:
Explore on AWS in Analyst Research:  https://go.aws/reports
Discover, deploy, and manage software that runs on AWS: https://go.aws/marketplace
Join the AWS Partner Network: https://go.aws/partners 
Learn more on how Amazon builds and operates software: https://go.aws/library 

Do you have technical AWS questions? 
Ask the community of experts on AWS re:Post: https://go.aws/3lPaoPb

Why AWS?
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud. Millions of customers—including the fastest-growing startups, largest enterprises, and leading government agencies—use AWS to be more agile, lower costs, and innovate faster.

#AWS #AmazonWebServices #CloudComputing",2025-07-02 16:01:26 UTC,UCd6MoB9NC6uYN2grvUNT-Zg,Amazon Web Services,https://i.ytimg.com/vi/L49oPDfaisI/hqdefault.jpg,0:01:35,hd,True,False,2d,392,3,0,0,58,https://www.youtube.com/watch?v=L49oPDfaisI
Pfv1U6y6HUc,Hema scales time to market developing a data mesh on AWS (Business) - Cloud Adventures,"Hema accelerates efficiency, productivity, and time to market developing a data platform on AWS. In this video, Tommaso Paracciani, Head of Data and Cloud platform at Hema, explains the challenges and the reasoning behind migrating Hema's on-premises data platform to a data mesh on AWS leveraging Amazon Datazone. Check the blog for more information: http://go.aws/4nLLoUf

Subscribe to AWS: https://go.aws/subscribe

Sign up for AWS: https://go.aws/signup 
AWS free tier: https://go.aws/free 
Explore more: https://go.aws/more
Contact AWS: https://go.aws/contact

Next steps:
Explore on AWS in Analyst Research:  https://go.aws/reports
Discover, deploy, and manage software that runs on AWS: https://go.aws/marketplace
Join the AWS Partner Network: https://go.aws/partners 
Learn more on how Amazon builds and operates software: https://go.aws/library 

Do you have technical AWS questions? 
Ask the community of experts on AWS re:Post: https://go.aws/3lPaoPb

Why AWS?
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud. Millions of customers—including the fastest-growing startups, largest enterprises, and leading government agencies—use AWS to be more agile, lower costs, and innovate faster.

#AWS #AmazonWebServices #CloudComputing #cloud #datazone #dataplatform, #datafoundation #migration #datamesh #optimization",2025-07-02 13:40:15 UTC,UCd6MoB9NC6uYN2grvUNT-Zg,Amazon Web Services,https://i.ytimg.com/vi/Pfv1U6y6HUc/hqdefault.jpg,0:07:04,hd,False,False,2d,392,7,0,0,59,https://www.youtube.com/watch?v=Pfv1U6y6HUc
EqkE7iLDxNk,Hema scales time to market developing a data mesh on AWS (Technical) - Cloud Adventures,"Hema accelerates efficiency, productivity, and time to market developing a data platform on AWS. In this video, Tommaso Paracciani, Head of Data and Cloud platform at Hema, presents the building block and the benefits of Hema's data mesh on AWS. Tommaso explains the key role of Amazon Datazone in the implementation. Check the blog for more information: http://go.aws/4nLLoUf

Subscribe to AWS: https://go.aws/subscribe

Sign up for AWS: https://go.aws/signup 
AWS free tier: https://go.aws/free 
Explore more: https://go.aws/more
Contact AWS: https://go.aws/contact

Next steps:
Explore on AWS in Analyst Research:  https://go.aws/reports
Discover, deploy, and manage software that runs on AWS: https://go.aws/marketplace
Join the AWS Partner Network: https://go.aws/partners 
Learn more on how Amazon builds and operates software: https://go.aws/library 

Do you have technical AWS questions? 
Ask the community of experts on AWS re:Post: https://go.aws/3lPaoPb

Why AWS?
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud. Millions of customers—including the fastest-growing startups, largest enterprises, and leading government agencies—use AWS to be more agile, lower costs, and innovate faster.

#AWS #AmazonWebServices #CloudComputing #cloud #aws #datazone #dataplatform, #datafoundation #migration #datamesh #optimization",2025-07-02 13:40:12 UTC,UCd6MoB9NC6uYN2grvUNT-Zg,Amazon Web Services,https://i.ytimg.com/vi/EqkE7iLDxNk/hqdefault.jpg,0:10:24,hd,False,False,2d,375,12,0,0,60,https://www.youtube.com/watch?v=EqkE7iLDxNk
_diz4hAiPGo,"EP5: MBZUAI, CMU : Causal AI, Answering The “Why“ and “What if“ Questions | AWS for AI Podcast","Explore the cutting-edge world of causal AI with Professor Kun Zhang in this enlightening episode of the AWS for AI podcast. As a leading researcher from MBZUAI and Carnegie Mellon University, Professor Zhang delves into the fundamentals of causal discovery and inference, revealing how these techniques are reshaping the landscape of artificial intelligence. 
From education to finance, healthcare to climate science, discover how causal AI is revolutionizing diverse fields by answering the crucial ""why"" and ""what if"" questions that traditional machine learning often overlooks. 

Professor Zhang shares his vision for a future where AI not only provides convenience and safety but also promotes human intelligence and societal harmony. He offers valuable insights on the ethical considerations of AI development and the role of cloud computing in facilitating large-scale AI research collaborations. 

Whether you're an AI enthusiast, a researcher, or simply curious about the future of technology, this episode provides a fascinating glimpse into the transformative potential of causal AI. Join us for an in-depth discussion that bridges the gap between correlation and causation, paving the way for more interpretable, robust, and ethical AI systems.

Professor Kun Zhang : https://mbzuai.ac.ae/study/faculty/kun-zhang/ 
MBZUAI : https://mbzuai.ac.ae/  

Learn more at - http://go.aws/45LcmVm

Chapters:
00:00:00 : Introduction and Show Opening
00:02:08 : Professor Kun Zhang's Background 
00:04:10 : The Why and What If questions
00:06:49 : MBZUAI : The World’s First University Focused on AI 
00:05:59 : Fundamentals of Causal AI
00:09:00 : Causality & Causal AI 
00:11:19 : Causality vs Correlation, and Association
00:14:04 : Causal Discovery & Modularity in Causal Systems
00:17:49 : Use AI to Uncover Hidden causes and Variables 
00:19:50 : Categorizing Applicability Domains
00:21:15 : Climate science challenges 
00:22:02 :  Getting the Complete Picture for Complex Systems
00:23:08 : Causal Discovery Methods 
00:27:06 : Causal AI for enhanced Explainability 
00:29:36 : Counter Factual Reasoning: What If Questions 
00:33:37 : Enhancing LLMs for Better Reasoning 
00:38:39 : Practical Use Cases: Persuasive Dialogue
00:41:43 : Practical Use Cases: Education 
00:44:38 : Ethical Use Considerations 
00:47:55 : Practical Use Cases: Climate Science 
00:50:31 : Practical Use Cases: Finance & Trading 
00:53:26 : Practical Use Cases: Healthcare & Mental Health
00:56:00 : Addressing Unintended Consequences of AI 
00:59:25 : Cloud Computing for AI Research
01:01:36 : Closing Thoughts

Subscribe to AWS: https://go.aws/subscribe

Sign up for AWS: https://go.aws/signup 
AWS free tier: https://go.aws/free 
Explore more: https://go.aws/more
Contact AWS: https://go.aws/contact

Next steps:
Explore on AWS in Analyst Research:  https://go.aws/reports
Discover, deploy, and manage software that runs on AWS: https://go.aws/marketplace
Join the AWS Partner Network: https://go.aws/partners 
Learn more on how Amazon builds and operates software: https://go.aws/library 

Do you have technical AWS questions? 
Ask the community of experts on AWS re:Post: https://go.aws/3lPaoPb

Why AWS?
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud. Millions of customers—including the fastest-growing startups, largest enterprises, and leading government agencies—use AWS to be more agile, lower costs, and innovate faster.

#AWS #AmazonWebServices #CloudComputing #AWSForAI #artificialintelligence #Causality #GenAITrends",2025-07-02 04:00:48 UTC,UCd6MoB9NC6uYN2grvUNT-Zg,Amazon Web Services,https://i.ytimg.com/vi/_diz4hAiPGo/hqdefault.jpg,1:02:45,hd,False,False,2d,677,24,0,0,61,https://www.youtube.com/watch?v=_diz4hAiPGo
